donor_key,request_key,custom_id,assigned_variant,assigned_filler,condition_id,outcome_id,requested_model,seed,prompt_hash,schema_version,prompt_protocol_id,prompt_compiler_version,engine_config_hash,response_format_instruction_version,study_id,request_stage,phase,intended_logical_identity,replacement_replicate_id
LP0543,G|LP0543|control|replicate_2|fmt_v2,G-19294712a06b226e4f49cbb27f1c0f5747846c7e,2,baseball,control,full_questionnaire,google/gemma-4-31B-it,1388163219,224f26ca59170a21ecf9366c171fdfef91477deef031dd336aa49618d890f9ee,a8508dfce1848ead6f8fbf3d1b5c021b1ecc769f05322db500097eb289684bb4,krsteski_demo_survey_adapted_v1,prompt_compiler_v2_split_g_f,c444a6eac0c7b6cd317bc71d70e09e8e9d8b0a57308ceb8b4c11921129cc5ae1,v2,target,standard,standard_g_control_repair_v2,G|LP0543|control,2
LP0545,G|LP0545|control|replicate_2|fmt_v2,G-c70284da05e38f7ff449954ddd6e86332025b78c,3,dances,control,full_questionnaire,google/gemma-4-31B-it,334010678,8b29a7a50a1db39a45a10e7661d21f93a4ff0670fa456881c907960ac5e180c6,ba628fff9d615d282866977122010efd6fa93fab5aaa45475b908a23302e7147,krsteski_demo_survey_adapted_v1,prompt_compiler_v2_split_g_f,c444a6eac0c7b6cd317bc71d70e09e8e9d8b0a57308ceb8b4c11921129cc5ae1,v2,target,standard,standard_g_control_repair_v2,G|LP0545|control,2
LP0548,G|LP0548|control|replicate_2|fmt_v2,G-2789fcf067f43016af8c90d260619d4bd401bc28,2,baseball,control,full_questionnaire,google/gemma-4-31B-it,923281911,a4fb0de283d6720a43488cee1430749c3e4802aa1e2c19a4d94e2d7ce57763cb,d94445606cda6c5048271412ed232f3610e9b3a57806f6bf4039d733c88da962,krsteski_demo_survey_adapted_v1,prompt_compiler_v2_split_g_f,c444a6eac0c7b6cd317bc71d70e09e8e9d8b0a57308ceb8b4c11921129cc5ae1,v2,target,standard,standard_g_control_repair_v2,G|LP0548|control,2
LP0550,G|LP0550|control|replicate_2|fmt_v2,G-bbe524be90a7b335206f04d75cc24931f4a9c30a,3,dances,control,full_questionnaire,google/gemma-4-31B-it,141687989,2072c9e702717ff6950caaa182a9aa7bed1bfdb9111e534524f81aaa4f0741ae,6df261a88c8f876ff6d3cfa16c9cfcbb0fc28e380dc56bee4d5f9a1c25fc4b6b,krsteski_demo_survey_adapted_v1,prompt_compiler_v2_split_g_f,c444a6eac0c7b6cd317bc71d70e09e8e9d8b0a57308ceb8b4c11921129cc5ae1,v2,target,standard,standard_g_control_repair_v2,G|LP0550|control,2
LP0552,G|LP0552|control|replicate_2|fmt_v2,G-34f8edad4dee3e1f9ecddc25e26d8be03e4ba75f,3,dances,control,full_questionnaire,google/gemma-4-31B-it,937433466,2640484f2dfb2fc62de472a493581be3210b2fa650140b42c9bd8c1ac808ccb7,0dbe0028b8b567069f50a339d038e32ebe03239ce5b220686ba319356ec5b996,krsteski_demo_survey_adapted_v1,prompt_compiler_v2_split_g_f,c444a6eac0c7b6cd317bc71d70e09e8e9d8b0a57308ceb8b4c11921129cc5ae1,v2,target,standard,standard_g_control_repair_v2,G|LP0552|control,2
LP0553,G|LP0553|control|replicate_2|fmt_v2,G-babf956b56080f56a2318cac8ee3ca080114db4d,2,baseball,control,full_questionnaire,google/gemma-4-31B-it,1267153455,f9abdcd03a7d22228ce64910fd1b4cbd5cd4b3a65e1d8fabd80e52c76bb9ce10,a9a17d71ff912bda5de0b51aa01d4899976866e2b7576a3599597ddb74247476,krsteski_demo_survey_adapted_v1,prompt_compiler_v2_split_g_f,c444a6eac0c7b6cd317bc71d70e09e8e9d8b0a57308ceb8b4c11921129cc5ae1,v2,target,standard,standard_g_control_repair_v2,G|LP0553|control,2
LP0556,G|LP0556|control|replicate_2|fmt_v2,G-7c17e9faa8da7d5b836504d8e1bd343fae9b25c7,2,baseball,control,full_questionnaire,google/gemma-4-31B-it,554324306,cef517852e662ae1363820d7b0c3aae951556da554c51a8ec4f4762263c61101,f6e79632b071296a8163c418ba80cacd2272850a3d280064326088189590fa0d,krsteski_demo_survey_adapted_v1,prompt_compiler_v2_split_g_f,c444a6eac0c7b6cd317bc71d70e09e8e9d8b0a57308ceb8b4c11921129cc5ae1,v2,target,standard,standard_g_control_repair_v2,G|LP0556|control,2
LP0558,G|LP0558|control|replicate_2|fmt_v2,G-284bbe5e5a7dcc4644d46944acfd0252eba16555,2,baseball,control,full_questionnaire,google/gemma-4-31B-it,722815235,b2f81cd1b6ed9a6ac08acb3edbf6f7e857399b42ae24ce62a8c1dcbe55ab74c6,df3cffc3387d2d032d676be1885201bdab5635202d3ecd7c397542171469c65d,krsteski_demo_survey_adapted_v1,prompt_compiler_v2_split_g_f,c444a6eac0c7b6cd317bc71d70e09e8e9d8b0a57308ceb8b4c11921129cc5ae1,v2,target,standard,standard_g_control_repair_v2,G|LP0558|control,2
LP0559,G|LP0559|control|replicate_2|fmt_v2,G-a198b7fde4cd929fe6511bfc421dfcb566254c44,3,dances,control,full_questionnaire,google/gemma-4-31B-it,671023773,9269a6b84db24be024227e70aacdd5168ec3c793a818bdd55cb6f5ab6f354fad,1865ae993842eefc40d2c638ffcab1acd8a78c49899c0aa8962976d67f81d174,krsteski_demo_survey_adapted_v1,prompt_compiler_v2_split_g_f,c444a6eac0c7b6cd317bc71d70e09e8e9d8b0a57308ceb8b4c11921129cc5ae1,v2,target,standard,standard_g_control_repair_v2,G|LP0559|control,2
LP0561,G|LP0561|control|replicate_2|fmt_v2,G-a14c92405ac8ef0be915273a35b29c1fe9b4f6a2,2,baseball,control,full_questionnaire,google/gemma-4-31B-it,492966798,2489bbe1ce877aa19af7bc000604a3b91fa282e28e605bb05fc9ec0c44416bac,0aea5f34d3d057b0d300be3ff57b856d896603ba75b1a0863de9cd5246964d13,krsteski_demo_survey_adapted_v1,prompt_compiler_v2_split_g_f,c444a6eac0c7b6cd317bc71d70e09e8e9d8b0a57308ceb8b4c11921129cc5ae1,v2,target,standard,standard_g_control_repair_v2,G|LP0561|control,2
LP0562,G|LP0562|control|replicate_2|fmt_v2,G-3c8184c9c263760f3f79865e3342c5dfe850782c,2,baseball,control,full_questionnaire,google/gemma-4-31B-it,996573091,b17e4e9a467214e49a4ab901a2531b7e0eb1dc6f697edd9eafba827636be1838,375fcb3b1a2ed2c36949ade4ece1609c87f27f1d35d207e8c079f821c2305153,krsteski_demo_survey_adapted_v1,prompt_compiler_v2_split_g_f,c444a6eac0c7b6cd317bc71d70e09e8e9d8b0a57308ceb8b4c11921129cc5ae1,v2,target,standard,standard_g_control_repair_v2,G|LP0562|control,2
LP0563,G|LP0563|control|replicate_2|fmt_v2,G-b0bed7aaded1abbbd651ace24bc3350eee3c37f5,3,dances,control,full_questionnaire,google/gemma-4-31B-it,1078942483,8a560da71c4ea11377856e397fd27935744a94d53aba832c630f02df757db9dd,3304ff7c132e8a83b1a8f34f0416065b7d23b685df0d4b4ea3fbbe793a93b8a4,krsteski_demo_survey_adapted_v1,prompt_compiler_v2_split_g_f,c444a6eac0c7b6cd317bc71d70e09e8e9d8b0a57308ceb8b4c11921129cc5ae1,v2,target,standard,standard_g_control_repair_v2,G|LP0563|control,2
LP0566,G|LP0566|control|replicate_2|fmt_v2,G-e8c61c77408c7cec2837cf888817ecd4ebbdb75c,2,baseball,control,full_questionnaire,google/gemma-4-31B-it,303609310,7aade39b1d9b2f28b2ea91e5bdd9f5695205d3fa6f1441a2415bcba7a5adfc7d,38100cc560603e43ed744254d8c1715e1a1d5a6fa5e1c8a010014062402c5b35,krsteski_demo_survey_adapted_v1,prompt_compiler_v2_split_g_f,c444a6eac0c7b6cd317bc71d70e09e8e9d8b0a57308ceb8b4c11921129cc5ae1,v2,target,standard,standard_g_control_repair_v2,G|LP0566|control,2
LP0569,G|LP0569|control|replicate_2|fmt_v2,G-da37ee147b4d8267266576350d8dbb40035f7581,2,baseball,control,full_questionnaire,google/gemma-4-31B-it,800939667,acd00868474def19df67d80dc3b0c72c0b9685a4efc48fe67f015b5819f3c5f0,9c6bac8195a40be87e164a13bf1c975850421481d9cae33e8c028c3a60027ce1,krsteski_demo_survey_adapted_v1,prompt_compiler_v2_split_g_f,c444a6eac0c7b6cd317bc71d70e09e8e9d8b0a57308ceb8b4c11921129cc5ae1,v2,target,standard,standard_g_control_repair_v2,G|LP0569|control,2
LP0570,G|LP0570|control|replicate_2|fmt_v2,G-4b389ea35d089597d5ca94e297fa4649952134b7,3,dances,control,full_questionnaire,google/gemma-4-31B-it,1937363678,bc376ff1523d4feb9f51b02cfcd1f63513b1e71e59282d08c77e073bc50116c6,423d74445805fb2a8ae1ea41fbd40ec62d20337531baef54b0674f03abf0f156,krsteski_demo_survey_adapted_v1,prompt_compiler_v2_split_g_f,c444a6eac0c7b6cd317bc71d70e09e8e9d8b0a57308ceb8b4c11921129cc5ae1,v2,target,standard,standard_g_control_repair_v2,G|LP0570|control,2
LP0571,G|LP0571|control|replicate_2|fmt_v2,G-f06afb1a87c853ad19c6178eb8ff5b7fb2d7f6aa,2,baseball,control,full_questionnaire,google/gemma-4-31B-it,1755204069,b49bffb4f7a1bb501fa58b89cc11d193c34332bc9b5d7f9dd93b6964b8dc74e2,dc6b96b06fc295035ee5ad98af15b63afa81422f654667b30198635c4957ed90,krsteski_demo_survey_adapted_v1,prompt_compiler_v2_split_g_f,c444a6eac0c7b6cd317bc71d70e09e8e9d8b0a57308ceb8b4c11921129cc5ae1,v2,target,standard,standard_g_control_repair_v2,G|LP0571|control,2
LP0574,G|LP0574|control|replicate_2|fmt_v2,G-f9fecb391247d7e3269c1a01c47fbae50af5c1f4,3,dances,control,full_questionnaire,google/gemma-4-31B-it,105213529,66e54b631a49a2bbb811fafaedf216a2c86afac0a2c69c219cb67c6513308037,92393616fac92230575e038f1e8863de5fcb8e7fdda3d65bf3e9d10bf5cc9f4c,krsteski_demo_survey_adapted_v1,prompt_compiler_v2_split_g_f,c444a6eac0c7b6cd317bc71d70e09e8e9d8b0a57308ceb8b4c11921129cc5ae1,v2,target,standard,standard_g_control_repair_v2,G|LP0574|control,2
LP0575,G|LP0575|control|replicate_2|fmt_v2,G-3abce5fbeab24deda93a7f2f7dc2076af50f350f,2,baseball,control,full_questionnaire,google/gemma-4-31B-it,1613502949,ea9dd7a08d5564b11342c3206479bfb4a7f9f5a1602c4191b1dfb215b9733cc9,5f7d07b470b54a5cafb17164344fd857d32476ff684398def613e82b6b9c0584,krsteski_demo_survey_adapted_v1,prompt_compiler_v2_split_g_f,c444a6eac0c7b6cd317bc71d70e09e8e9d8b0a57308ceb8b4c11921129cc5ae1,v2,target,standard,standard_g_control_repair_v2,G|LP0575|control,2
LP0576,G|LP0576|control|replicate_2|fmt_v2,G-8085521427a472da2e8be7bca7337df189a54f94,2,baseball,control,full_questionnaire,google/gemma-4-31B-it,682563332,d4ee79ec21133726f6b43ae3028c2dc8e59d16d0f594dd3e15cb3ecd4093fcf0,734c3e0b8e32d2af4e6e738777cbbaf97b761f0ada793b2cd3ace9e2a984beda,krsteski_demo_survey_adapted_v1,prompt_compiler_v2_split_g_f,c444a6eac0c7b6cd317bc71d70e09e8e9d8b0a57308ceb8b4c11921129cc5ae1,v2,target,standard,standard_g_control_repair_v2,G|LP0576|control,2
LP0577,G|LP0577|control|replicate_2|fmt_v2,G-1dbf3542aa699c190d5c3b0285e495503084c34c,2,baseball,control,full_questionnaire,google/gemma-4-31B-it,1709704862,490a7d3c7e5c9781d914c745352192f07c7cb0a0d8d41cbd8f8645cca9059c6c,bf3e5625dc83f7370033718135e964227208097764f3a01b0a10ed78998bf82a,krsteski_demo_survey_adapted_v1,prompt_compiler_v2_split_g_f,c444a6eac0c7b6cd317bc71d70e09e8e9d8b0a57308ceb8b4c11921129cc5ae1,v2,target,standard,standard_g_control_repair_v2,G|LP0577|control,2
LP0578,G|LP0578|control|replicate_2|fmt_v2,G-6f379340780fd3f2950a0f3ff8a395caf08a7b20,2,baseball,control,full_questionnaire,google/gemma-4-31B-it,1451162228,2d41c75a3cdf359d49ef209db9577ab23b0470b531acb588236a36691367da8d,87e3ccbe57528e4eff1e3b8bc29173f7bfb94429cf88915552a6975a5adc8377,krsteski_demo_survey_adapted_v1,prompt_compiler_v2_split_g_f,c444a6eac0c7b6cd317bc71d70e09e8e9d8b0a57308ceb8b4c11921129cc5ae1,v2,target,standard,standard_g_control_repair_v2,G|LP0578|control,2
LP0579,G|LP0579|control|replicate_2|fmt_v2,G-4ac77591902e21bdb9005c12680efb0bc203d23d,2,baseball,control,full_questionnaire,google/gemma-4-31B-it,633146593,16e4fac7244245bcfe138f00faa5ef01c3caff6da8fb7c51ec7052f225045887,5f7d07b470b54a5cafb17164344fd857d32476ff684398def613e82b6b9c0584,krsteski_demo_survey_adapted_v1,prompt_compiler_v2_split_g_f,c444a6eac0c7b6cd317bc71d70e09e8e9d8b0a57308ceb8b4c11921129cc5ae1,v2,target,standard,standard_g_control_repair_v2,G|LP0579|control,2
LP0580,G|LP0580|control|replicate_2|fmt_v2,G-b39a95380ff0c9c97ea4107322bf9978b6111431,3,dances,control,full_questionnaire,google/gemma-4-31B-it,1998976059,99d4a411da97e9fe64011542b2707f37047368dce52db508941ab11b45364595,74d22e4f6bc6a2017a189b47d4b7a800ad7e0ca5096ce900f11bfd5d21a5d308,krsteski_demo_survey_adapted_v1,prompt_compiler_v2_split_g_f,c444a6eac0c7b6cd317bc71d70e09e8e9d8b0a57308ceb8b4c11921129cc5ae1,v2,target,standard,standard_g_control_repair_v2,G|LP0580|control,2
LP0581,G|LP0581|control|replicate_2|fmt_v2,G-463c8675b85d4ccd0fb4404b80e98f36321f963e,2,baseball,control,full_questionnaire,google/gemma-4-31B-it,1154898361,4f22f49558f775272ae31b0682c6bd2fd6bafe881078262c1548e1bff545db7d,ed40bc9c5b1b9a11e27675ff43f01d4af53636afe95941746b2f2ce934d7aff3,krsteski_demo_survey_adapted_v1,prompt_compiler_v2_split_g_f,c444a6eac0c7b6cd317bc71d70e09e8e9d8b0a57308ceb8b4c11921129cc5ae1,v2,target,standard,standard_g_control_repair_v2,G|LP0581|control,2
LP0582,G|LP0582|control|replicate_2|fmt_v2,G-f431590272d245af518b895f09f0f66ba1f056ee,3,dances,control,full_questionnaire,google/gemma-4-31B-it,1530197943,f278851e95665cc42c2c21e357f8bb9f37baaf199791a9842bb2461926c83afe,11493604706794d63835530fa42668773c9769ba6a103753272c0e0a8193a9c0,krsteski_demo_survey_adapted_v1,prompt_compiler_v2_split_g_f,c444a6eac0c7b6cd317bc71d70e09e8e9d8b0a57308ceb8b4c11921129cc5ae1,v2,target,standard,standard_g_control_repair_v2,G|LP0582|control,2
LP0583,G|LP0583|control|replicate_2|fmt_v2,G-7f64ec42b70c8758107140e95eda17fde17af388,2,baseball,control,full_questionnaire,google/gemma-4-31B-it,903241695,e7a258307e6367641d8e5ef518b54a84d93cc823abf82a6f8a3121f2e125c4b9,c1a00b8991d83388f8675b3b6ccfd8954874fb030e040187297e6ac10f469390,krsteski_demo_survey_adapted_v1,prompt_compiler_v2_split_g_f,c444a6eac0c7b6cd317bc71d70e09e8e9d8b0a57308ceb8b4c11921129cc5ae1,v2,target,standard,standard_g_control_repair_v2,G|LP0583|control,2
LP0584,G|LP0584|control|replicate_2|fmt_v2,G-ed461f05dd7b8fe5b757a2627961a187b8f7ea4b,2,baseball,control,full_questionnaire,google/gemma-4-31B-it,940035572,f75e69d5cef2a2de60f248f26e4a277430bdafe4699df10aa37246415400fd40,d4ce2f6c8c8236fa713d64497b6aaa32ae7ddae7b2e1d6c2958972159d76628e,krsteski_demo_survey_adapted_v1,prompt_compiler_v2_split_g_f,c444a6eac0c7b6cd317bc71d70e09e8e9d8b0a57308ceb8b4c11921129cc5ae1,v2,target,standard,standard_g_control_repair_v2,G|LP0584|control,2
LP0586,G|LP0586|control|replicate_2|fmt_v2,G-d021d00fea573dc1c66195a371f87218a0dd558f,2,baseball,control,full_questionnaire,google/gemma-4-31B-it,177921508,a611ab25ba7973e912d80361ab63a84c1e7aa92056374a7730a7a2d37eb6a734,cc875368bcfd2589d3afc01143064b28b79eadc9cf0f08fbc87a6ced9cee0d2c,krsteski_demo_survey_adapted_v1,prompt_compiler_v2_split_g_f,c444a6eac0c7b6cd317bc71d70e09e8e9d8b0a57308ceb8b4c11921129cc5ae1,v2,target,standard,standard_g_control_repair_v2,G|LP0586|control,2
LP0589,G|LP0589|control|replicate_2|fmt_v2,G-dc39ddfb1e0574c4703e61f5aab983094cb84e33,2,baseball,control,full_questionnaire,google/gemma-4-31B-it,1450782909,e59b1f851f44c6e609ed2a0153b08b6d5911c80fd5a7e74d30521c7dd0d8a131,5fa9c5d12339c91d87f96d73e480501ad1881eb93d99fe7510f5c83832881ff9,krsteski_demo_survey_adapted_v1,prompt_compiler_v2_split_g_f,c444a6eac0c7b6cd317bc71d70e09e8e9d8b0a57308ceb8b4c11921129cc5ae1,v2,target,standard,standard_g_control_repair_v2,G|LP0589|control,2
LP0590,G|LP0590|control|replicate_2|fmt_v2,G-1018d4eb02d70ae626d98acf4c580dd527d38eaf,3,dances,control,full_questionnaire,google/gemma-4-31B-it,587773116,0225ddfe13e55cf17e37829cc04928839c529545bf47e030badec52514bbe8bb,8938cf956915dc78f47154621782b86462e158373a08bfd4a31111fdb06e1d72,krsteski_demo_survey_adapted_v1,prompt_compiler_v2_split_g_f,c444a6eac0c7b6cd317bc71d70e09e8e9d8b0a57308ceb8b4c11921129cc5ae1,v2,target,standard,standard_g_control_repair_v2,G|LP0590|control,2
LP0592,G|LP0592|control|replicate_2|fmt_v2,G-07487d613dba26c7ef955d917d57563f91cbfec7,3,dances,control,full_questionnaire,google/gemma-4-31B-it,1279992201,884e11546d17113de0bf20273f97a40258dc625bf94de01fd394c938517bb7c0,5f7d07b470b54a5cafb17164344fd857d32476ff684398def613e82b6b9c0584,krsteski_demo_survey_adapted_v1,prompt_compiler_v2_split_g_f,c444a6eac0c7b6cd317bc71d70e09e8e9d8b0a57308ceb8b4c11921129cc5ae1,v2,target,standard,standard_g_control_repair_v2,G|LP0592|control,2
LP0593,G|LP0593|control|replicate_2|fmt_v2,G-614f208f8e20bf338eca17db3efcc2c67d3de2b6,3,dances,control,full_questionnaire,google/gemma-4-31B-it,1354694739,452e8714c7f9d993ad723436d6bdeff2b33a6647ba6a3b52b88510aa89330382,43a32bec9f104cf7990ac5b02ac38a79d821c22135a39d2fd6e8320eb1e11c1f,krsteski_demo_survey_adapted_v1,prompt_compiler_v2_split_g_f,c444a6eac0c7b6cd317bc71d70e09e8e9d8b0a57308ceb8b4c11921129cc5ae1,v2,target,standard,standard_g_control_repair_v2,G|LP0593|control,2
LP0594,G|LP0594|control|replicate_2|fmt_v2,G-0bdcce28470ffb70892ecda049bbe2da2300b458,2,baseball,control,full_questionnaire,google/gemma-4-31B-it,1590269888,ba0e44bd7fc5a48449dde8ab7ea1c6b042563551452563dabbada661e09686c5,946056600450ab8cdd39a4bc8983792aef7b46b0b22a2395d1bf558a96e4097f,krsteski_demo_survey_adapted_v1,prompt_compiler_v2_split_g_f,c444a6eac0c7b6cd317bc71d70e09e8e9d8b0a57308ceb8b4c11921129cc5ae1,v2,target,standard,standard_g_control_repair_v2,G|LP0594|control,2
LP0597,G|LP0597|control|replicate_2|fmt_v2,G-940bca5354c06cc003ff89034e7cc75aca25e266,2,baseball,control,full_questionnaire,google/gemma-4-31B-it,2094530920,155b6a03b802fdb8cd5eb87763607e7eb1af5d6d1213ea1b9efd825a3435a676,068108676f2e404236b07752d50bc23456d2d02039f57d47f9fe2fa2854974e6,krsteski_demo_survey_adapted_v1,prompt_compiler_v2_split_g_f,c444a6eac0c7b6cd317bc71d70e09e8e9d8b0a57308ceb8b4c11921129cc5ae1,v2,target,standard,standard_g_control_repair_v2,G|LP0597|control,2
LP0598,G|LP0598|control|replicate_2|fmt_v2,G-9051ade5d9ea0d8bccc234dec4ef3084e611acd2,2,baseball,control,full_questionnaire,google/gemma-4-31B-it,2056087896,b7b41ec2f0ca159823fc57fee4bcd205934639d4a0a0a55a37a29343830db9c9,6ba764af62e00471c67ba9fd361e9793a0a511d522c6713d370bfeb024754774,krsteski_demo_survey_adapted_v1,prompt_compiler_v2_split_g_f,c444a6eac0c7b6cd317bc71d70e09e8e9d8b0a57308ceb8b4c11921129cc5ae1,v2,target,standard,standard_g_control_repair_v2,G|LP0598|control,2
LP0599,G|LP0599|control|replicate_2|fmt_v2,G-19f09fde241c2fbbe999ae8c73e50881db78e093,3,dances,control,full_questionnaire,google/gemma-4-31B-it,1476226935,414d9457537af90ec7a4172fe35c84e1e0f79466d3499efe20fecbb8c0a711e0,06dacff0aa08906ba0f9d1ef4b1fdfe13303366770b5330b94ec6687a7a2a0fc,krsteski_demo_survey_adapted_v1,prompt_compiler_v2_split_g_f,c444a6eac0c7b6cd317bc71d70e09e8e9d8b0a57308ceb8b4c11921129cc5ae1,v2,target,standard,standard_g_control_repair_v2,G|LP0599|control,2
LP0600,G|LP0600|control|replicate_2|fmt_v2,G-f975991eb08e2fdd76a7700f397168a1d9bd0522,2,baseball,control,full_questionnaire,google/gemma-4-31B-it,595157534,51a6e384949acf355e8848954e9dee1f25df25e1a0cab196a806bc97358e5040,a9a17d71ff912bda5de0b51aa01d4899976866e2b7576a3599597ddb74247476,krsteski_demo_survey_adapted_v1,prompt_compiler_v2_split_g_f,c444a6eac0c7b6cd317bc71d70e09e8e9d8b0a57308ceb8b4c11921129cc5ae1,v2,target,standard,standard_g_control_repair_v2,G|LP0600|control,2
LP0602,G|LP0602|control|replicate_2|fmt_v2,G-83f7faaf9e6ac7ba2780160c1ea5610b12d51c81,3,dances,control,full_questionnaire,google/gemma-4-31B-it,643480859,93177f1c98695c646ae3e06e88ba2abd2119bdd95640e87b010fd211f72c9e88,8e7e715dd759c9180343ac172b647c46fa3af0d9e1e5a240759b1b37312271fd,krsteski_demo_survey_adapted_v1,prompt_compiler_v2_split_g_f,c444a6eac0c7b6cd317bc71d70e09e8e9d8b0a57308ceb8b4c11921129cc5ae1,v2,target,standard,standard_g_control_repair_v2,G|LP0602|control,2
LP0603,G|LP0603|control|replicate_2|fmt_v2,G-f6de277a93079bee0adc6879296c6fd8962d95a1,2,baseball,control,full_questionnaire,google/gemma-4-31B-it,12839655,e383e9dbcf6572aae285697b310e9077b51270d11d5f754683f8961afbce8431,697fd85785c5e554aaf10ce389f1bf1c3a0266f29d585ed8df343c15e2402f51,krsteski_demo_survey_adapted_v1,prompt_compiler_v2_split_g_f,c444a6eac0c7b6cd317bc71d70e09e8e9d8b0a57308ceb8b4c11921129cc5ae1,v2,target,standard,standard_g_control_repair_v2,G|LP0603|control,2
LP0604,G|LP0604|control|replicate_2|fmt_v2,G-0ceb6bcb4c4d10f814fa516f4eb462df31b65f7f,2,baseball,control,full_questionnaire,google/gemma-4-31B-it,1713629326,1b8e9ef1d39327e6a19bf8bd035e13f29b4b92ed4ade2dbd16c26e0a9dcf5d42,87e3ccbe57528e4eff1e3b8bc29173f7bfb94429cf88915552a6975a5adc8377,krsteski_demo_survey_adapted_v1,prompt_compiler_v2_split_g_f,c444a6eac0c7b6cd317bc71d70e09e8e9d8b0a57308ceb8b4c11921129cc5ae1,v2,target,standard,standard_g_control_repair_v2,G|LP0604|control,2
LP0605,G|LP0605|control|replicate_2|fmt_v2,G-8d1d703cfdf12b9c1506eddf8c239af194629d88,3,dances,control,full_questionnaire,google/gemma-4-31B-it,405539864,70f735638a498e6f6be2b54b4ebb60f025b9bcde74055b9b8802f2bea2b744bb,6feadfccbbc4808c590f125a0262bff0e199d2611fb3f19e5bb6ab8e73c1c1f9,krsteski_demo_survey_adapted_v1,prompt_compiler_v2_split_g_f,c444a6eac0c7b6cd317bc71d70e09e8e9d8b0a57308ceb8b4c11921129cc5ae1,v2,target,standard,standard_g_control_repair_v2,G|LP0605|control,2
LP0606,G|LP0606|control|replicate_2|fmt_v2,G-3d72beefca0872b2dc5d3ed9e29a5b3e27ccad98,2,baseball,control,full_questionnaire,google/gemma-4-31B-it,1156444306,c868888ad6134c8f6ee4e29dd388f1031e28fc4bde7793929c9eb2dc007eae5e,ee34808d203fa52ccf8760cb4f2c3398d5c9ee08eb5a52c0be817df6364948c4,krsteski_demo_survey_adapted_v1,prompt_compiler_v2_split_g_f,c444a6eac0c7b6cd317bc71d70e09e8e9d8b0a57308ceb8b4c11921129cc5ae1,v2,target,standard,standard_g_control_repair_v2,G|LP0606|control,2
LP0608,G|LP0608|control|replicate_2|fmt_v2,G-bc02e7d42f4b08c86c70aa0947af97264caf1d41,2,baseball,control,full_questionnaire,google/gemma-4-31B-it,659609715,01f35b2af27b368b723bdb8580546dfec2e51df85b8dd5bc9b87a87ade6fde5e,0aea5f34d3d057b0d300be3ff57b856d896603ba75b1a0863de9cd5246964d13,krsteski_demo_survey_adapted_v1,prompt_compiler_v2_split_g_f,c444a6eac0c7b6cd317bc71d70e09e8e9d8b0a57308ceb8b4c11921129cc5ae1,v2,target,standard,standard_g_control_repair_v2,G|LP0608|control,2
LP0609,G|LP0609|control|replicate_2|fmt_v2,G-ca06b89f2b33aebd4858238b3e77a447646e858a,3,dances,control,full_questionnaire,google/gemma-4-31B-it,1061232638,f6e040a1b1c0707e2b8da41eee9e543f98ed29a372e5e05f74709d2a05743910,203033b2a610150cdd7665e5fb4a02a89f7265d8b631943f946fd0346cca6ca9,krsteski_demo_survey_adapted_v1,prompt_compiler_v2_split_g_f,c444a6eac0c7b6cd317bc71d70e09e8e9d8b0a57308ceb8b4c11921129cc5ae1,v2,target,standard,standard_g_control_repair_v2,G|LP0609|control,2
LP0610,G|LP0610|control|replicate_2|fmt_v2,G-259778984b90b3c717b8d7c28de99e7cf93aae2f,3,dances,control,full_questionnaire,google/gemma-4-31B-it,381658360,fdc432792f6928a0cfcea29949f5c276befa06e7c52a1a5a7abf4ba0c1b4cb36,d47e866d0746d271409efd116ae4ef378ddc9e43b77da897c24fd21b34265d14,krsteski_demo_survey_adapted_v1,prompt_compiler_v2_split_g_f,c444a6eac0c7b6cd317bc71d70e09e8e9d8b0a57308ceb8b4c11921129cc5ae1,v2,target,standard,standard_g_control_repair_v2,G|LP0610|control,2
LP0615,G|LP0615|control|replicate_2|fmt_v2,G-9dd71e4c962a4414a639a86c3709dd7a1c5b2ea2,2,baseball,control,full_questionnaire,google/gemma-4-31B-it,1373143215,317f5c172675635c8660b93ae8aa9693787595322f1ba2bf266997c0c8fa9107,4eaaefe1c6fa20f8fafed2d9642170faf210c9b4ad12d770cff12cff2dad8a45,krsteski_demo_survey_adapted_v1,prompt_compiler_v2_split_g_f,c444a6eac0c7b6cd317bc71d70e09e8e9d8b0a57308ceb8b4c11921129cc5ae1,v2,target,standard,standard_g_control_repair_v2,G|LP0615|control,2
LP0616,G|LP0616|control|replicate_2|fmt_v2,G-cd60f57d7ba480d7a00cf68d4d88f0b5b566285b,3,dances,control,full_questionnaire,google/gemma-4-31B-it,375811029,2c25c2afe57a39f6f0c32e472d8c455c73dc41929dae2bf2996b8f039cab2ceb,2f283341263ece8bdda396bb0a7b492edf60ad6c271ad09efba29b9d8231244d,krsteski_demo_survey_adapted_v1,prompt_compiler_v2_split_g_f,c444a6eac0c7b6cd317bc71d70e09e8e9d8b0a57308ceb8b4c11921129cc5ae1,v2,target,standard,standard_g_control_repair_v2,G|LP0616|control,2
